Id,Area(total),Trooms,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Expected price,Grade
1377,326,5,4,3,5,NO,0,96,1,51,6,2832,D
1378,344,7,5,4,6,NO,0,118,5,77,4,3690,C
1379,321,9,8,7,8,YES,93,71,6,98,4,4744,A
1380,356,5,2,1,2,NO,0,99,1,44,3,3194,D
1381,330,6,3,2,3,YES,106,108,2,74,4,3394,D
1382,312,5,3,3,4,YES,84,101,2,97,5,3509,D
1383,327,8,7,7,9,YES,107,88,5,84,5,4188,A
1384,349,9,8,7,9,NO,0,94,7,73,5,4258,A
1385,307,7,5,4,5,NO,0,110,4,91,5,3329,D
1386,356,8,5,4,6,NO,0,73,4,86,4,4598,C
1387,327,6,5,4,5,NO,0,117,2,70,2,3662,D
1388,297,8,6,5,6,YES,115,96,6,72,2,3915,C
1389,359,8,5,5,6,YES,93,84,6,64,2,4144,B
1390,360,6,4,3,4,YES,82,91,3,57,3,3161,D
1391,312,6,5,4,5,YES,104,92,2,88,6,3207,D
1392,299,6,4,3,4,NO,0,78,2,53,5,3217,D
1393,304,5,4,4,5,YES,97,90,3,56,3,3131,D
1394,296,7,5,5,7,NO,0,90,4,60,2,3936,D
1395,334,7,4,3,4,YES,115,98,3,58,4,3341,C
1396,360,6,5,5,6,NO,0,79,3,64,1,3616,D
1397,311,5,4,3,4,YES,88,107,1,63,2,2779,D
1398,296,9,8,7,8,NO,0,73,6,71,3,4539,B
1399,307,8,6,5,7,YES,91,83,4,64,2,4425,C
1400,328,7,6,5,6,YES,108,100,4,63,6,3505,C
1401,292,7,6,6,8,NO,0,119,5,51,5,3160,C
1402,333,6,4,3,4,YES,91,111,2,63,5,3484,D
1403,340,7,4,4,6,YES,112,91,4,42,6,3904,C
1404,328,9,8,8,9,YES,79,99,5,56,4,4281,A
1405,318,7,6,6,8,NO,0,101,3,63,6,3456,C
1406,298,8,5,5,6,YES,108,108,4,97,1,3546,C
1407,321,8,6,6,8,YES,75,73,4,94,1,4286,B
1408,353,5,3,2,3,NO,0,74,2,69,2,3127,D
1409,350,6,4,3,4,NO,0,111,4,87,3,3341,D
1410,304,8,6,6,8,NO,0,89,5,72,5,3507,C
1411,305,8,7,6,7,NO,0,117,5,52,4,4259,C
1412,338,8,6,5,7,YES,110,99,4,89,4,4704,B
1413,315,6,3,3,5,NO,0,113,4,75,2,3767,D
1414,358,9,6,5,7,NO,0,106,6,82,1,4638,B
1415,312,9,7,6,8,YES,110,108,6,55,2,4328,B
1416,298,7,5,5,6,NO,0,111,5,41,6,3789,D
1417,355,8,7,6,8,NO,0,97,6,55,4,4146,B
1418,302,6,3,3,4,NO,0,78,2,79,1,2874,D
1419,309,7,5,4,6,NO,0,76,4,68,4,4082,D
1420,333,6,5,4,5,NO,0,95,2,88,5,3721,D
1421,319,5,4,3,4,YES,108,90,2,83,2,3189,D
1422,339,8,6,6,8,YES,73,83,5,100,2,3879,B
1423,311,8,5,5,6,NO,0,101,5,57,1,3903,C
1424,351,6,3,3,4,NO,0,119,2,48,1,3464,D
1425,304,8,6,6,7,NO,0,72,5,65,3,4102,C
1426,344,6,4,3,5,NO,0,102,4,47,3,3814,D
1427,301,8,7,7,9,NO,0,105,5,49,3,3792,B
1428,342,5,4,4,5,YES,94,108,1,71,3,3212,D
1429,358,9,6,5,7,YES,77,87,5,87,4,5097,B
1430,342,6,3,3,4,NO,0,104,2,60,6,4015,D
1431,334,7,5,5,6,YES,83,94,5,40,4,3964,C
1432,307,9,7,7,9,YES,77,95,7,75,1,4042,A
1433,302,9,7,6,7,YES,106,115,7,85,1,3988,A
1434,330,7,4,4,5,NO,0,70,3,44,4,4259,D
1435,356,8,6,6,8,NO,0,105,5,62,2,3999,B
1436,343,8,6,6,7,NO,0,117,6,96,3,4081,B
1437,301,9,8,7,9,YES,94,105,7,79,6,4485,A
1438,300,6,5,5,7,YES,106,118,2,87,1,3203,C
1439,348,7,5,5,7,YES,99,80,3,49,5,3758,C
1440,348,5,4,4,5,NO,0,101,3,88,3,2799,D
1441,316,7,5,4,6,YES,116,105,5,48,5,3459,C
1442,356,6,4,3,5,NO,0,119,3,69,3,3578,D
1443,342,5,2,1,3,YES,94,86,3,92,3,2969,D
1444,342,8,6,6,7,NO,0,112,6,83,3,3951,B
1445,293,7,4,3,4,NO,0,96,4,98,5,3469,D
1446,352,5,4,3,4,YES,102,88,2,63,2,2854,D
1447,331,7,4,3,4,NO,0,114,4,90,6,3643,D
1448,336,6,3,2,4,NO,0,104,3,99,1,3746,D
1449,329,8,5,4,6,YES,82,72,6,89,3,4578,C
1450,299,6,4,4,6,YES,109,109,2,98,3,3712,D
1451,356,7,6,6,8,YES,88,111,5,91,4,3810,B
1452,304,5,4,3,5,NO,0,71,2,87,6,2924,D
1453,303,5,3,3,5,NO,0,100,3,85,4,3263,D
1454,307,9,7,6,7,YES,92,118,6,43,4,4262,B
1455,353,8,5,5,7,NO,0,103,6,99,3,4669,B
1456,329,5,2,2,3,YES,83,77,2,65,5,3610,D
1457,340,9,8,8,10,NO,0,76,7,97,2,4947,A
1458,295,7,6,5,6,YES,101,83,3,40,4,3562,D
1459,345,5,4,4,5,YES,81,78,2,95,2,3072,D
1460,321,7,5,4,5,NO,0,75,5,76,2,3295,D
1461,314,9,6,5,7,NO,0,112,7,50,1,4721,B
1462,315,5,4,4,5,YES,95,86,1,83,6,2887,D
1463,318,8,6,5,6,NO,0,93,6,44,5,4105,C
1464,340,8,6,5,7,NO,0,119,5,73,6,4207,C
1465,308,9,7,7,9,YES,70,113,6,43,6,4540,A
1466,323,6,4,4,5,YES,84,101,4,46,4,3720,D
1467,354,5,4,3,5,NO,0,105,1,87,3,3076,D
1468,353,8,7,7,8,NO,0,92,4,69,3,4732,B
1469,325,6,3,3,4,YES,90,98,3,97,5,3081,D
1470,344,7,4,3,4,NO,0,102,4,72,3,3864,D
1471,354,5,2,1,3,NO,0,72,3,66,6,3434,D
1472,292,9,7,6,7,NO,0,108,5,44,3,4398,B
1473,354,7,6,5,7,NO,0,115,3,98,2,4321,C
1474,348,7,4,3,5,NO,0,113,5,43,6,3479,D
1475,305,6,3,2,3,YES,97,115,4,57,2,3074,D
1476,303,5,3,2,3,YES,118,96,3,53,5,3166,D
1477,360,7,6,6,7,NO,0,90,3,96,2,4505,C
1478,338,8,7,7,9,YES,110,91,5,87,2,3973,A
1479,305,7,5,4,6,NO,0,104,5,81,6,3286,D
1480,300,7,5,4,5,YES,110,97,3,47,6,3375,D
1481,336,8,6,6,8,NO,0,113,6,95,6,4211,B
1482,306,6,3,3,5,NO,0,90,2,64,1,2890,D
1483,350,6,5,4,6,YES,109,93,3,90,5,3998,C
1484,304,7,5,4,5,YES,74,114,5,67,4,3617,C
1485,329,5,4,3,4,NO,0,117,1,84,4,2848,D
1486,307,8,5,4,5,YES,108,94,6,70,2,3580,C
1487,345,5,3,2,3,NO,0,109,2,94,1,3303,D
1488,311,7,5,5,6,NO,0,76,5,68,6,3728,D
1489,297,7,6,5,7,NO,0,114,4,50,1,3223,D
1490,330,6,4,3,4,YES,111,78,3,89,5,3527,D
1491,355,8,6,6,8,YES,116,98,6,45,6,3987,B
1492,319,6,4,3,4,YES,107,83,3,98,6,2994,D
1493,331,9,7,6,7,NO,0,83,5,100,1,4470,B
1494,312,9,8,7,8,NO,0,90,6,64,6,4260,A
1495,326,9,6,5,7,NO,0,79,6,61,3,4717,B
1496,324,9,6,5,7,NO,0,104,5,60,1,4341,B
1497,310,9,6,5,6,NO,0,111,6,50,5,4100,B
1498,315,6,3,2,3,YES,93,83,4,54,5,3705,D
1499,344,8,6,5,6,NO,0,73,5,59,2,4523,C
1500,330,7,5,5,6,YES,102,76,3,41,1,3633,C
1501,348,5,4,4,5,NO,0,118,3,68,1,2950,D
1502,345,5,4,3,5,NO,0,107,2,56,4,3337,D
1503,329,9,6,6,7,YES,95,88,5,50,5,4717,B
1504,319,5,2,2,3,NO,0,80,1,63,5,3491,E
1505,327,5,2,1,3,YES,76,113,1,75,4,2903,D
1506,306,9,7,7,8,YES,96,105,7,44,6,4551,A
1507,326,5,3,2,3,NO,0,101,1,40,3,2756,E
1508,319,8,6,5,7,YES,89,101,5,92,1,4520,B
1509,316,6,5,4,5,YES,108,83,3,92,4,3884,D
1510,327,5,4,4,5,YES,82,85,2,50,1,3538,D
1511,296,8,6,5,7,NO,0,88,5,47,2,4314,C
1512,317,5,2,2,3,YES,98,109,2,45,4,2928,D
1513,317,5,2,2,4,NO,0,84,2,61,4,3045,E
1514,326,7,5,4,6,YES,113,76,4,92,1,3385,C
1515,314,9,7,6,8,NO,0,81,6,48,6,3965,B
1516,311,7,4,3,4,NO,0,117,5,55,3,4165,D
1517,322,8,7,7,9,NO,0,105,6,83,4,4341,B
1518,324,9,7,7,8,YES,83,77,5,81,2,4055,A
1519,312,7,6,5,7,YES,70,98,4,93,2,4163,C
1520,297,9,6,5,6,YES,78,94,6,70,2,4098,B
1521,313,9,7,6,8,NO,0,85,6,98,5,4412,B
1522,311,6,4,4,6,YES,116,116,4,96,5,3627,C
1523,337,9,8,7,8,YES,103,95,5,85,1,4082,A
1524,345,5,2,2,3,YES,120,101,3,50,5,3036,D
1525,360,6,5,4,6,NO,0,88,4,99,6,3599,C
1526,300,7,4,3,4,NO,0,101,3,79,4,3731,D
1527,342,7,4,3,4,YES,90,106,4,80,2,3411,C
1528,350,9,7,6,8,YES,99,89,5,56,3,5102,A
1529,332,6,3,2,3,YES,88,81,2,53,3,3724,D
1530,310,9,6,6,8,NO,0,85,5,60,4,3837,B
1531,310,5,2,1,2,YES,120,78,3,98,3,3494,D
1532,318,9,6,6,8,YES,107,84,6,85,4,4579,B
1533,322,5,4,4,6,NO,0,81,1,79,4,3241,D
1534,309,6,5,4,6,YES,115,101,2,88,4,3756,D
1535,313,9,6,6,7,NO,0,80,6,69,5,4659,B
1536,330,7,4,3,5,NO,0,108,5,58,2,3771,D
1537,313,5,2,1,3,YES,93,112,1,87,2,2567,D
1538,305,7,5,5,6,YES,86,71,3,89,2,3958,C
1539,317,6,5,4,6,NO,0,79,2,86,1,3074,D
1540,345,5,3,3,5,NO,0,109,3,41,5,3053,D
1541,292,7,6,6,8,YES,71,119,5,72,5,3406,C
1542,348,7,6,6,7,YES,87,118,5,70,3,3616,B
1543,344,7,6,6,8,YES,92,118,3,50,1,3761,C
1544,333,5,4,4,6,YES,100,119,3,64,5,3431,D
1545,347,5,4,3,4,NO,0,89,2,44,5,3676,D
1546,343,7,4,4,5,NO,0,108,5,64,3,3584,C
1547,304,9,6,5,7,NO,0,84,6,52,3,3782,C
1548,337,8,7,6,7,NO,0,79,5,85,1,4658,B
1549,303,5,3,3,4,YES,80,114,1,65,2,3357,D
1550,310,9,7,6,8,NO,0,79,5,43,2,4525,B
1551,309,9,6,5,7,YES,87,81,6,52,2,4455,B
1552,307,6,5,4,6,NO,0,93,4,97,2,3503,D
1553,318,5,4,4,5,NO,0,90,1,51,1,3386,D
1554,291,9,7,7,8,YES,71,79,7,53,4,3829,B
1555,308,6,5,4,5,YES,93,70,2,75,4,3422,D
1556,332,7,4,4,6,YES,87,100,5,98,4,3728,C
1557,310,9,8,8,9,YES,70,79,5,56,6,4182,A
1558,323,6,4,3,4,YES,108,119,2,69,6,3091,D
1559,334,9,6,5,6,YES,104,97,7,95,6,4782,A
1560,310,5,4,3,5,NO,0,96,3,77,1,2574,D
1561,325,6,3,2,3,NO,0,76,3,52,5,3202,D
1562,305,9,7,7,9,YES,108,82,5,41,5,4525,B
1563,359,7,4,3,4,YES,116,98,5,77,4,4492,C
1564,317,7,4,4,5,YES,109,120,3,56,3,3495,D
1565,357,9,8,7,9,NO,0,99,6,58,3,4342,A
1566,292,8,7,7,9,NO,0,112,5,91,4,3505,B
1567,314,7,5,5,7,YES,76,104,5,45,5,3527,C
1568,314,7,4,3,5,YES,110,79,3,53,4,3376,D
1569,347,9,7,6,7,NO,0,88,6,95,1,4980,A
1570,350,9,8,7,9,NO,0,78,6,70,3,4713,A
1571,326,6,4,3,5,NO,0,76,2,85,5,3758,D
1572,344,7,5,5,6,NO,0,85,3,73,6,3630,C
1573,340,9,8,8,10,YES,102,120,7,85,6,4528,A
1574,352,9,7,7,9,YES,96,87,5,64,2,4618,A
1575,343,6,4,3,4,YES,87,81,4,56,6,3259,D
1576,300,9,7,6,8,NO,0,89,5,55,4,3811,B
1577,319,7,5,5,6,YES,91,70,3,76,3,3269,C
1578,290,6,4,4,6,YES,102,84,4,41,3,3420,D
1579,314,6,3,3,4,NO,0,112,2,66,1,3191,D
1580,321,6,4,4,6,NO,0,82,2,89,5,3413,D
1581,332,5,4,3,5,NO,0,76,1,46,5,3605,D
1582,329,9,6,6,7,NO,0,103,7,69,2,4134,B
1583,360,8,6,6,8,YES,113,96,5,91,2,4876,B
1584,303,6,4,4,5,YES,78,73,3,92,1,3255,D
1585,313,6,4,3,4,YES,99,91,3,80,5,3031,D
1586,331,8,5,5,6,NO,0,104,4,81,5,4118,C
1587,303,5,3,3,4,NO,0,96,2,80,1,3093,D
1588,301,5,3,2,3,YES,96,95,3,93,5,2809,D
1589,347,5,2,1,2,YES,112,93,1,71,1,3071,D
1590,292,9,8,7,9,YES,120,93,5,65,2,4026,A
1591,320,7,4,4,6,YES,99,100,5,64,4,3482,C
1592,329,6,5,4,5,YES,117,92,4,44,3,3096,D
1593,294,7,4,4,5,NO,0,86,4,79,3,3511,D
1594,309,7,6,5,6,NO,0,118,5,57,3,4058,C
1595,316,6,3,3,5,YES,74,105,3,85,3,3659,D
1596,309,8,5,4,6,YES,120,88,5,79,5,3860,C
1597,308,5,2,2,3,NO,0,73,1,77,3,2634,E
1598,295,5,3,2,4,YES,103,95,1,82,6,2597,D
1599,299,6,5,4,5,NO,0,118,2,59,4,3284,D
1600,326,6,3,3,4,NO,0,112,2,74,2,3091,D
1601,349,8,7,7,8,YES,102,95,4,80,4,4766,B
1602,331,6,4,4,5,NO,0,87,3,69,2,3745,D
1603,312,9,8,8,10,NO,0,105,6,65,1,4452,A
1604,351,9,8,8,10,YES,108,91,6,72,4,4828,A
1605,339,9,8,8,10,YES,93,103,5,81,2,4059,A
1606,303,7,6,6,7,YES,112,79,3,43,3,3234,C
1607,312,9,8,7,9,YES,94,112,6,54,2,4199,A
1608,334,9,6,6,7,NO,0,70,6,84,2,4259,B
1609,319,9,6,5,6,NO,0,91,6,41,4,4442,C
1610,313,9,6,6,7,NO,0,103,5,90,4,4262,B
1611,346,5,3,2,4,NO,0,115,1,57,5,3340,D
1612,295,9,8,8,10,YES,104,100,5,57,1,3708,A
1613,293,6,5,5,6,YES,94,75,4,55,1,3317,D
1614,303,5,4,3,5,YES,102,72,3,67,2,3108,D
1615,336,6,3,2,3,YES,77,82,2,83,2,3448,D
1616,294,8,7,7,8,YES,75,117,6,69,1,3554,B
1617,295,6,3,3,4,YES,112,91,3,86,6,3488,D
1618,308,7,4,4,6,NO,0,120,4,78,6,3635,D
1619,334,6,5,4,5,YES,80,73,3,46,1,3511,D
1620,313,5,2,2,4,NO,0,103,1,98,5,3231,D
1621,328,5,3,3,4,YES,79,82,2,49,3,2861,D
1622,298,5,3,3,4,NO,0,85,3,50,6,2989,E
1623,329,5,3,2,3,YES,72,99,1,88,5,3335,D
1624,352,8,6,6,7,YES,84,86,4,50,1,3948,B
1625,305,7,5,4,6,NO,0,117,5,96,6,3628,C
1626,300,7,5,5,7,NO,0,104,5,57,5,3601,D
1627,291,6,3,3,5,NO,0,82,3,49,1,3490,E
1628,307,9,7,6,8,YES,96,120,7,42,4,4746,A
1629,351,5,2,1,2,YES,114,109,3,97,1,3430,D
1630,304,7,4,4,6,NO,0,93,5,69,2,3609,D
1631,320,5,3,2,4,NO,0,112,3,82,3,2706,D
1632,302,7,5,4,6,YES,104,88,3,52,3,3510,D
1633,307,9,8,7,8,NO,0,75,6,63,6,4227,A
1634,290,7,5,5,6,YES,89,117,5,82,2,3672,C
1635,347,6,5,4,6,NO,0,120,3,59,4,3853,D
1636,347,8,5,4,5,NO,0,93,4,77,2,4020,C
1637,293,9,8,7,9,NO,0,75,7,70,5,3965,A
1638,353,8,5,5,7,NO,0,119,6,68,6,3855,B
1639,348,8,7,6,8,NO,0,71,5,49,4,4294,B
1640,357,7,6,6,8,YES,76,117,3,84,3,3813,B
1641,341,6,3,3,5,NO,0,100,3,91,3,3507,D
1642,332,7,4,3,4,NO,0,98,5,77,3,3555,D
1643,357,9,8,7,8,NO,0,80,6,70,4,5083,A
1644,298,9,6,5,7,YES,100,95,6,57,3,3833,B
1645,340,8,5,4,6,NO,0,83,5,61,4,3950,C
1646,311,9,7,6,8,NO,0,103,6,58,1,4055,B
1647,298,6,4,4,5,NO,0,74,4,72,6,3216,D
1648,302,8,6,6,7,NO,0,119,5,45,5,4373,C
1649,331,6,5,4,6,NO,0,101,2,83,1,3227,D
1650,290,7,5,4,5,YES,111,72,5,58,5,3031,D
1651,338,5,4,4,6,NO,0,75,1,75,6,3458,D
1652,342,5,4,4,5,YES,88,99,2,57,1,3610,D
1653,344,9,6,6,7,YES,85,88,5,99,3,4882,B
1654,324,9,8,7,9,YES,95,84,5,87,5,4695,A
1655,336,5,3,3,5,YES,91,99,2,52,3,3207,D
1656,305,8,5,5,6,NO,0,108,4,70,6,4009,C
1657,346,8,5,4,5,NO,0,116,6,74,5,4619,C
1658,307,8,6,6,7,NO,0,109,5,74,5,4052,C
1659,292,7,4,4,5,YES,88,99,3,68,1,3135,D
1660,321,8,6,6,8,NO,0,85,6,69,3,4488,C
1661,343,8,5,4,5,YES,108,106,5,46,1,3754,C
1662,322,8,6,6,8,NO,0,91,6,63,3,3993,C
1663,321,6,5,5,6,NO,0,103,2,86,2,3669,D
1664,343,6,3,3,5,NO,0,75,3,65,2,3857,D
1665,292,6,4,4,6,NO,0,95,2,99,4,3283,D
1666,360,9,7,6,8,NO,0,81,5,93,3,4808,A
1667,337,6,5,4,5,YES,101,74,3,74,1,3595,D
1668,302,7,5,5,6,NO,0,91,4,70,2,3878,D
1669,318,7,4,3,5,NO,0,71,4,65,3,3284,D
1670,360,9,8,8,10,YES,101,79,6,52,5,4472,A
1671,343,6,4,3,4,NO,0,79,3,96,1,3526,D
1672,356,6,4,3,4,YES,103,113,4,62,5,3812,C
1673,355,6,5,4,6,NO,0,78,2,58,4,4107,D
1674,295,9,7,7,9,YES,75,104,6,87,2,4198,A
1675,310,5,3,2,3,YES,98,77,1,48,3,2794,D
1676,325,6,5,4,6,YES,75,95,4,69,5,3549,D
1677,328,8,6,6,8,NO,0,86,5,83,2,3823,C
1678,325,9,7,7,8,YES,104,78,6,51,5,4330,A
1679,299,8,7,6,8,YES,106,82,5,82,4,4328,B
1680,292,8,7,7,9,YES,98,100,4,82,4,3358,B
1681,350,8,5,5,7,NO,0,103,5,47,3,3803,C
1682,347,5,2,1,3,YES,107,117,1,65,5,3722,D
1683,342,5,3,3,5,NO,0,110,3,62,4,3078,D
1684,355,7,6,5,7,YES,89,116,5,52,2,3489,C
1685,306,8,5,4,5,NO,0,119,6,55,6,4092,C
1686,320,7,5,4,5,NO,0,84,4,46,4,3616,D
1687,331,7,6,5,6,YES,92,76,3,44,4,4059,C
1688,303,9,8,8,9,YES,94,75,5,85,3,3798,A
1689,293,9,7,7,8,NO,0,71,6,79,1,4109,B
1690,359,6,5,4,6,NO,0,111,2,65,4,3726,D
1691,324,6,3,2,3,YES,82,76,4,76,5,3324,D
1692,358,6,4,3,4,NO,0,73,2,69,5,3728,D
1693,335,7,5,4,6,NO,0,90,3,91,2,3553,C
1694,307,9,8,7,8,YES,81,70,7,79,3,4083,A
1695,311,6,4,4,5,YES,89,88,2,43,6,3607,D
1696,309,8,5,4,6,NO,0,90,4,81,4,4086,C
1697,339,8,6,5,6,YES,90,120,5,99,5,4086,B
1698,315,6,3,3,4,NO,0,97,3,80,2,2929,D
1699,332,8,6,6,7,NO,0,92,5,50,2,4495,C
1700,292,9,6,5,7,NO,0,71,7,68,5,3937,B
1701,328,5,3,3,4,NO,0,117,2,77,3,3527,D
1702,323,5,3,2,3,NO,0,97,1,48,1,2757,E
1703,335,8,5,5,7,YES,97,113,6,56,2,3854,B
1704,318,7,4,3,5,YES,99,96,5,77,3,3362,C
1705,331,5,3,2,3,NO,0,116,3,99,1,3157,D
1706,347,6,5,4,6,YES,103,85,4,64,1,3663,C
1707,357,5,4,3,4,YES,86,96,3,55,6,2811,D
1708,340,6,5,4,6,YES,106,97,3,62,6,4040,C
1709,338,8,7,7,8,NO,0,85,4,88,2,3820,B
1710,359,7,5,4,6,NO,0,98,3,68,5,4038,C
1711,298,9,6,5,7,YES,113,108,5,61,2,4434,B
1712,349,5,4,3,5,NO,0,102,3,43,4,3497,D
1713,322,5,2,1,2,NO,0,119,3,95,5,2694,D
1714,318,6,3,2,4,NO,0,78,3,58,3,3879,D
1715,360,9,7,6,7,YES,112,95,7,72,2,5002,A
1716,348,9,6,6,8,YES,80,80,7,83,1,4138,A
1717,296,8,7,6,8,NO,0,85,4,88,5,3494,C
1718,353,7,6,6,8,NO,0,111,3,43,5,4235,C
1719,334,8,6,5,7,YES,82,97,4,98,3,4352,B
1720,352,8,5,4,5,YES,109,72,4,71,3,4082,C
1721,336,6,5,5,7,YES,87,84,2,57,4,3494,D
1722,350,9,6,5,6,YES,98,114,5,77,1,4365,B
1723,318,5,3,2,4,YES,88,118,2,75,2,3379,D
1724,323,5,2,1,3,YES,119,93,2,57,2,3477,D
1725,328,9,7,7,9,YES,70,110,7,55,6,4867,A
1726,335,9,7,7,9,YES,78,80,5,62,3,4321,A
1727,299,9,7,7,9,NO,0,71,5,66,3,4599,B
1728,329,7,5,4,5,YES,73,73,3,75,2,4121,C
1729,360,8,5,5,7,YES,92,88,6,47,5,4789,B
1730,308,6,5,5,6,NO,0,106,4,89,1,3467,D
1731,305,9,6,6,8,YES,108,72,7,83,2,3863,B
1732,337,6,3,2,3,YES,92,85,2,70,4,3707,D
1733,326,6,4,4,5,YES,116,89,2,53,1,3335,D
1734,340,9,7,6,8,NO,0,82,7,42,4,4307,B
1735,331,8,5,5,6,YES,112,113,4,54,2,3760,C
1736,291,7,5,4,6,YES,74,88,3,85,1,3332,D
1737,296,6,5,5,7,YES,94,81,3,97,3,3430,D
1738,318,7,6,5,6,YES,99,119,4,92,3,3229,C
1739,348,9,6,5,7,YES,98,108,5,73,2,4261,B
1740,333,9,6,5,7,YES,73,75,7,94,2,4812,A
1741,304,5,2,2,3,NO,0,99,3,100,1,2981,D
1742,344,8,6,5,7,NO,0,91,5,86,5,4311,C
1743,325,9,7,6,8,YES,90,71,5,72,4,4104,B
1744,331,9,7,7,9,YES,109,114,6,46,1,4133,A
1745,310,7,6,6,8,NO,0,119,3,96,5,3775,C
1746,332,5,2,2,3,YES,99,110,2,94,2,3377,D
1747,300,6,3,2,3,YES,118,116,2,50,4,2881,D
1748,337,5,2,1,3,NO,0,76,2,45,4,2849,E
1749,310,5,4,3,4,NO,0,73,3,52,4,2804,E
1750,290,6,3,3,4,YES,79,110,3,47,2,3612,D
1751,315,6,5,5,7,NO,0,101,3,63,6,3364,D
1752,305,5,2,2,3,NO,0,77,1,82,4,3049,E
1753,308,5,4,4,6,YES,104,96,2,52,3,3418,D
1754,359,8,7,6,7,NO,0,87,6,48,3,4653,B
1755,342,9,8,7,8,YES,118,82,6,81,5,4501,A
1756,349,6,5,5,7,NO,0,93,3,48,6,3241,D
1757,310,6,4,3,4,YES,99,79,4,78,6,3649,D
1758,291,8,7,6,7,YES,75,98,6,46,1,3725,B
1759,323,9,8,8,10,NO,0,80,5,40,5,3952,A
1760,330,8,7,7,8,YES,118,113,5,91,5,3897,A
1761,338,7,4,3,5,YES,103,74,3,72,3,3376,C
1762,318,6,3,3,5,NO,0,102,3,68,2,3815,D
1763,360,8,5,4,6,NO,0,77,6,87,1,3929,C
1764,328,9,8,7,9,YES,107,97,7,59,4,4771,A
1765,295,8,7,7,8,YES,78,83,6,99,3,3479,B
1766,311,6,4,3,5,YES,70,111,3,49,6,3378,D
1767,308,7,4,4,5,NO,0,79,5,46,1,3779,D
1768,299,8,7,6,7,NO,0,79,6,42,1,4309,C
1769,340,5,4,4,5,YES,110,93,1,62,4,3572,D
1770,333,6,4,4,5,NO,0,114,2,80,1,3782,D
1771,357,6,4,4,5,YES,105,81,2,54,2,3318,D
1772,301,8,6,5,7,NO,0,105,4,98,6,3946,C
1773,328,5,3,2,3,NO,0,104,2,48,5,3478,D
1774,322,5,3,2,4,NO,0,98,1,59,6,3465,D
1775,309,7,4,3,4,NO,0,118,3,79,3,3196,D
1776,353,9,6,5,7,YES,85,72,7,65,3,4995,A
1777,343,7,5,5,6,NO,0,114,5,89,3,3467,C
1778,338,9,6,6,7,NO,0,85,5,79,3,4279,B
1779,311,7,4,3,5,NO,0,99,5,55,4,3655,D
1780,358,5,2,2,4,NO,0,109,2,62,6,3441,D
1781,290,8,5,5,7,YES,90,82,4,99,3,3858,C
1782,323,5,4,4,6,NO,0,89,3,66,3,3338,D
1783,353,6,5,5,6,NO,0,114,3,79,2,3900,C
1784,298,8,5,4,5,NO,0,93,5,61,1,4328,D
1785,359,8,7,6,7,YES,100,88,4,44,5,4296,B
1786,353,6,3,2,4,NO,0,99,4,62,4,4089,D
1787,294,8,7,7,8,YES,89,70,6,74,1,4230,B
1788,351,6,4,4,5,NO,0,75,2,91,4,3335,D
1789,336,7,4,3,4,NO,0,100,5,71,5,3682,D
1790,312,8,5,4,5,NO,0,113,6,97,5,4351,C
1791,344,7,6,6,7,YES,76,86,5,62,4,4309,C
1792,335,8,6,6,8,YES,114,101,4,57,5,4315,B
1793,304,6,3,2,4,YES,83,100,4,65,6,3597,D
1794,343,8,7,7,8,NO,0,106,6,43,2,4482,B
1795,307,7,4,3,4,NO,0,115,5,56,2,3231,D
1796,312,7,5,5,6,NO,0,83,3,64,3,3551,D
1797,291,8,6,5,6,YES,110,81,4,57,3,3976,C
1798,309,5,4,4,5,YES,74,79,1,100,5,2611,D
1799,323,7,4,4,5,YES,118,106,3,70,1,3662,C
1800,313,7,6,5,7,YES,87,119,3,52,5,3827,C
1801,322,5,2,2,4,YES,70,83,3,71,4,3494,D
1802,350,7,6,5,7,NO,0,110,5,52,2,4115,C
1803,347,8,5,5,6,NO,0,76,5,59,6,4770,C
1804,323,6,5,4,6,NO,0,78,3,74,6,3472,D
1805,344,9,7,6,7,NO,0,100,6,70,3,4615,B
1806,328,5,3,3,4,YES,113,93,1,69,6,3068,D
1807,336,6,4,3,5,NO,0,85,4,71,5,3436,D
1808,336,9,6,5,6,YES,75,101,6,71,1,4261,B
1809,341,7,4,3,4,YES,115,105,3,42,4,4089,D
1810,342,7,5,5,6,YES,83,86,4,69,6,4140,C
1811,308,5,2,2,3,NO,0,104,1,97,4,3075,D
1812,294,6,5,4,5,YES,119,83,3,76,1,3717,D
1813,355,7,4,4,5,NO,0,82,4,80,1,4069,C
1814,308,5,3,2,3,YES,96,84,3,97,2,3493,D
1815,357,7,4,4,6,YES,106,105,3,65,3,4285,C
1816,299,5,2,1,2,NO,0,83,3,62,4,3059,E
1817,298,9,8,7,8,NO,0,99,5,69,6,4444,B
1818,343,5,3,3,4,YES,113,81,1,82,3,3090,D
1819,350,5,4,4,5,YES,109,79,3,64,5,3607,D
1820,343,8,6,6,8,YES,97,100,5,40,3,3993,B
1821,330,5,3,3,5,YES,97,118,1,79,2,3346,D
1822,293,7,4,4,5,YES,90,75,3,100,4,3937,D
1823,311,7,5,5,6,NO,0,115,5,73,3,3941,C
1824,338,6,3,2,4,YES,82,70,4,40,2,3363,D
1825,357,9,8,8,9,YES,116,102,5,100,2,4793,A
